Formula,E_g_Exp,Source,Priority
KRbBi8Se13,0.64,Matbench,2
La(Ni2B)6,0.0,Matbench,2
La(PRu)2,0.0,Matbench,2
KSb(SO4)2,4.64,Matbench,2
KF,10.3,Matbench,2
La1.86Tb1.14Ga1.67S7,2.67,Matbench,2
KSi2P3,1.72,Matbench,2
KSiBiS4,2.25,Matbench,2
KSm2CuS4,2.17,Matbench,2
KSnAuS3,2.3,Matbench,2
KSnAuSe3,2.28,Matbench,2
KTa3(TeO6)2,4.06,Matbench,2
KTa3CuO9,0.0,Matbench,2
KTaO3,3.5,Matbench,2
KTbSe4,1.65,Matbench,2
KTeP2,1.4,Matbench,2
KThCuS3,2.95,Matbench,2
La2Fe2I,0.0,Matbench,2
La2Ga0.33Sb1S5,1.76,Matbench,2
KTm,0.0,Matbench,2
KLu,0.0,Matbench,2
La2Ge5Ir3,0.0,Matbench,2
KV2I3O13,2.3,Matbench,2
KV4Ag11O16,2.0,Matbench,2
KV6O11,0.0,Matbench,2
KY(TeO3)2,3.8,Matbench,2
KYb2F7,0.0,Matbench,2
KYbSe2,0.0,Matbench,2
KZn4(BO3)3,2.32,Matbench,2
KZrPSe6,2.0,Matbench,2
La(FeAs3)4,0.0,Matbench,2
La(In2Au)2,0.0,Matbench,2
La(InS2)3,1.03,Matbench,2
La2Pr2O7,0.0,Matbench,2
La2Rh7,0.0,Matbench,2
La(SiOs)2,0.0,Matbench,2
KSc(SeO3)2,5.4,Matbench,2
La2Sn5Rh3,0.0,Matbench,2
La10Mn9O30,0.0,Matbench,2
La10Se14O,2.04,Matbench,2
La10Si8O3,0.0,Matbench,2
La16Mn15O48,0.0,Matbench,2
La1Se0.14S1.86,2.5,Matbench,2
La2.1Bi5.9Pb2S14,1.0,Matbench,2
La20Cu9O40,0.0,Matbench,2
La20Mo12Cl4O63,2.4,Matbench,2
La2B4Rh5,0.0,Matbench,2
La2CuO4,0.0,Matbench,2
La2Fe(SeO)2,0.7,Matbench,2
La3AlN,0.0,Matbench,2
La3CuGeSe7,2.0,Matbench,2
La2Ga2GeS8,2.78,Matbench,2
KUClO3,2.37,Matbench,2
La3Ge3Br2,0.0,Matbench,2
La2Ge5Rh3,0.0,Matbench,2
La2GeSe5,1.24,Matbench,2
La2HfS5,0.7,Matbench,2
La2In,0.0,Matbench,2
La2Mn(SeO)2,1.6,Matbench,2
La2Nb2N2O5,0.0,Matbench,2
La2Ni5B4,0.0,Matbench,2
La2O3,5.4,Matbench,2
La2PC,0.0,Matbench,2
La2PI2,0.0,Matbench,2
La2PdO4,0.0,Matbench,2
La4Fe(SbS5)2,1.0,Matbench,2
La4Fe(SbSe5)2,0.85,Matbench,2
La2S3,2.77,Matbench,2
La(SiRu)2,0.0,Matbench,2
La4InSbSe9,1.76,Matbench,2
La2TiCoO6,1.02,Matbench,2
La2V2IO9,3.63,Matbench,2
La2VCoO6,0.41,Matbench,2
La2VNiO6,0.45,Matbench,2
La2YbCuS5,1.45,Matbench,2
La2YbCuSe5,1.15,Matbench,2
La2Zn(SeO)2,3.4,Matbench,2
La2ZrS5,2.01,Matbench,2
La3(BN2)2,0.0,Matbench,2
La3(OsO5)2,0.0,Matbench,2
La3(ReO5)2,0.0,Matbench,2
LaBPt3,0.0,Matbench,2
LaBeB3O7,5.65,Matbench,2
La3Ga1Ge0.5S7,2.54,Matbench,2
La2Ge2Se7,1.08,Matbench,2
LaCdAg2,0.0,Matbench,2
La3In1Ge0.5S7,2.61,Matbench,2
La3LuSe6,1.26,Matbench,2
La3Mg0.5Sn1S14,1.71,Matbench,2
La3Mo4O16F,3.7,Matbench,2
La3NiBr3,0.0,Matbench,2
La3Si1Sb0.33S7,1.92,Matbench,2
La3Si1Sb0.33Se7,1.75,Matbench,2
La3Te4,0.43,Matbench,2
La3ZrSb5,0.0,Matbench,2
La4Cd4In2S13,2.27,Matbench,2
La4Co3O10,0.0,Matbench,2
LaH2,0.0,Matbench,2
LaH2NO5,4.76,Matbench,2
La4In5S13,0.0,Matbench,2
La2Si5Rh3,0.0,Matbench,2
LaIn2Ir,0.0,Matbench,2
La5Cu6.33S7O4,2.0,Matbench,2
La5In3(S3O)3,2.6,Matbench,2
La5SmS8,0.0,Matbench,2
La5YbS8,0.0,Matbench,2
La6Sb4(SO4)3,2.6,Matbench,2
La8Mn7O24,0.0,Matbench,2
La8Sb2S15,2.3,Matbench,2
LaAl12O19,0.0,Matbench,2
LaAl4,0.0,Matbench,2
LaAl4Co,0.0,Matbench,2
LaB6,4.1,Matbench,2
LaReB,0.0,Matbench,2
LaSb,0.8,Matbench,2
LaBiAu2,0.0,Matbench,2
La3GaCuSe7,1.36,Matbench,2
LaSi2,0.19,Matbench,2
LaCdAu,0.0,Matbench,2
LaCu6,0.0,Matbench,2
LaCuSO,3.1,Matbench,2
LaCuSeO,2.83,Matbench,2
LaCuTeO,2.31,Matbench,2
LaF3,6.6,Matbench,2
LaGa,0.0,Matbench,2
LaGa3Pd2,0.0,Matbench,2
LaGaO3,4.4,Matbench,2
LaGaS3,2.5,Matbench,2
LaGeI,0.0,Matbench,2
Li0.33Ag1Sn0.67O2,2.7,Matbench,2
Li0.33Ti0.67Ag1O2,2.7,Matbench,2
LaHg,0.0,Matbench,2
La4InSbS9,2.07,Matbench,2
Li12Fe5O16,0.0,Matbench,2
LaIn5Ir,0.0,Matbench,2
LaInS2O,2.73,Matbench,2
LaMg(FeO3)2,0.0,Matbench,2
LaMg2H7Pd,1.0,Matbench,2
LaMg3,0.0,Matbench,2
LaNbN2O,1.7,Matbench,2
LaP,0.54,Matbench,2
LaP3,0.0,Matbench,2
LaPd3S4,0.0,Matbench,2
LaPt5,0.0,Matbench,2
LaRe2Ag,0.0,Matbench,2
Li2B4O7,7.3,Matbench,2
Li2CdGe,0.99,Matbench,2
LaScSi,0.0,Matbench,2
LaCd2,0.0,Matbench,2
Li2Co4O7F,0.0,Matbench,2
LaSi2Ru,0.0,Matbench,2
LaSn3Ru,0.0,Matbench,2
LaTaN2O,2.0,Matbench,2
LaTb3,0.0,Matbench,2
LaV,0.0,Matbench,2
LaVI5O16,3.58,Matbench,2
LaYbZn2,0.0,Matbench,2
LaZnAsO,1.5,Matbench,2
LaZnAu2,0.0,Matbench,2
Li(CuO)3,0.0,Matbench,2
Li(NiO2)4,0.0,Matbench,2
Li2FeSnS4,1.86,Matbench,2
Li2FeWO6,0.0,Matbench,2
Li0.5Ge1Pb1.75S4,1.95,Matbench,2
LaIn,0.0,Matbench,2
Li2Ga2GeS6,3.65,Matbench,2
Li13Nb14ZnO42,0.0,Matbench,2
Li13Ti22O48,0.0,Matbench,2
Li14Ti21O48,0.0,Matbench,2
Li15(FeO4)4,0.0,Matbench,2
Li15Mn2O12,0.0,Matbench,2
Li17Nb20O60,0.0,Matbench,2
Li17Ti20O40,0.0,Matbench,2
Li2(FeO2)5,0.0,Matbench,2
Li2(LuGe)3,0.0,Matbench,2
Li2(NiO2)3,0.0,Matbench,2
Li23(MnAs)20,0.0,Matbench,2
Li2MgSn,0.0,Matbench,2
Li2MnCo3O8,0.0,Matbench,2
Li2CdGeS4,3.1,Matbench,2
LaSi,0.0,Matbench,2
Li2MnNi3O8,0.0,Matbench,2
Li2CrCo3O8,0.0,Matbench,2
Li2CrCuO4,0.0,Matbench,2
Li2Cu2S3,0.0,Matbench,2
Li2CuF6,0.0,Matbench,2
Li2DyIn,0.0,Matbench,2
Li2EuSn,0.0,Matbench,2
Li2Fe2(PO4)3,0.0,Matbench,2
Li2Fe3CoO8,0.0,Matbench,2
Li2Fe3NiO8,0.0,Matbench,2
Li2Fe3SnO8,0.0,Matbench,2
Li2FeGeS4,1.42,Matbench,2
Li2PrP2,0.0,Matbench,2
Li2PtO3,2.3,Matbench,2
Li2Ga,0.0,Matbench,2
Li11Mn13O32,0.0,Matbench,2
Li2Sn5,0.0,Matbench,2
Li2GaPd,0.0,Matbench,2
Li2HgGe,0.93,Matbench,2
Li2HgGeS4,2.46,Matbench,2
Li2In2GeS6,3.45,Matbench,2
Li2In2GeSe6,2.3,Matbench,2
Li2In2SiS6,3.61,Matbench,2
Li2In2SiSe6,2.54,Matbench,2
Li2InAg,0.0,Matbench,2
Li2LaTl,0.0,Matbench,2
Li2MgHg,0.0,Matbench,2
Li2MgIn,0.0,Matbench,2
Li2YbPb,0.0,Matbench,2
Li2ZnGe,1.1,Matbench,2
Li2MnCu3O8,0.0,Matbench,2
Li2CdSnS4,3.26,Matbench,2
Li2ZnSnSe4,1.87,Matbench,2
Li2MnO2F,0.0,Matbench,2
Li2Mo2Se2O11,3.3,Matbench,2
Li2Nb2(PO4)3,0.0,Matbench,2
Li2NdAs2,0.0,Matbench,2
Li2NdSb2,0.0,Matbench,2
Li2Ni2SbO6,0.0,Matbench,2
Li2Ni3TeO8,0.0,Matbench,2
Li2Ni5(PO4)4,0.0,Matbench,2
Li2PmAl,0.0,Matbench,2
Li2PmGe,0.0,Matbench,2
Li2PrIn,0.0,Matbench,2
Li3Cr(NiO2)4,0.0,Matbench,2
Li3Cr3(CuO6)2,0.0,Matbench,2
Li2Si4Ni5O14,0.0,Matbench,2
Li2Ga(GeSe3)2,2.64,Matbench,2
Li3Cu4NiO8,0.0,Matbench,2
Li2SnHgS4,2.32,Matbench,2
Li2SnIr,0.0,Matbench,2
Li2TeMoO6,3.5,Matbench,2
Li2TeWO6,4.0,Matbench,2
Li2Ti3FeO8,0.0,Matbench,2
Li2TiMn3O8,0.0,Matbench,2
Li2TlAg,0.0,Matbench,2
Li2U(MoO5)2,0.0,Matbench,2
Li2V2F7,0.0,Matbench,2
Li2V3CrO8,0.0,Matbench,2
Li2V3FeO8,0.0,Matbench,2
Li3Mn2(PO4)3,0.0,Matbench,2
Li3Mn2CuO6,0.0,Matbench,2
Li2ZnGeSe4,1.86,Matbench,2
Li2MnGeS4,3.06,Matbench,2
Li3Mn4(PO4)6,0.0,Matbench,2
Li3(CoO2)4,0.0,Matbench,2
Li3(CuO)4,0.0,Matbench,2
Li3(CuO2)2,0.0,Matbench,2
Li3AlP2,2.75,Matbench,2
Li3AlTe4O11,3.63,Matbench,2
Li3Bi,0.7,Matbench,2
Li3C,0.0,Matbench,2
Li3Co(NiO2)4,0.0,Matbench,2
Li3Co2(GeO4)3,0.0,Matbench,2
Li3Co3SbO8,0.0,Matbench,2
Li3Co4TeO8,0.0,Matbench,2
Li3V12O29,0.0,Matbench,2
Li3V4FeO12,0.0,Matbench,2
Li3CrCo3O8,0.0,Matbench,2
Li2SiHgS4,2.68,Matbench,2
Li4(FeO2)9,0.0,Matbench,2
Li3Dy,0.0,Matbench,2
Li3Fe(CoO2)4,0.0,Matbench,2
Li3Fe(SbO3)4,0.0,Matbench,2
Li3Fe2SbO6,0.0,Matbench,2
Li3FeNi3O8,0.0,Matbench,2
Li3FeS3,0.0,Matbench,2
Li3FeTe4O11,1.98,Matbench,2
Li3GaTe4O11,3.85,Matbench,2
Li3Mn(CuO3)2,0.0,Matbench,2
Li3Mn(NiO3)2,0.0,Matbench,2
Li3Mn2(CoO4)2,0.0,Matbench,2
Li4Fe2Cu3O10,0.0,Matbench,2
Li4Fe3NiO8,0.0,Matbench,2
Li3Mn3NiO8,0.0,Matbench,2
Li2ZnSnS4,2.87,Matbench,2
Li4HgGe2S7,2.75,Matbench,2
Li3Mn4O8,0.0,Matbench,2
Li3MnAs2,0.0,Matbench,2
Li3Mo2P5O18,0.0,Matbench,2
Li3Ni(SbO3)4,0.0,Matbench,2
Li3Ni2(GeO4)3,0.0,Matbench,2
Li3Ni3(PO4)4,0.0,Matbench,2
Li3PS4,3.68,Matbench,2
Li3ScN2,2.9,Matbench,2
Li3Si3Ag2,0.0,Matbench,2
Li3Ti2(PO4)3,0.0,Matbench,2
Li3Ti3(PO4)4,0.0,Matbench,2
Li4TiCr3O8,0.0,Matbench,2
Li4V5Cu3O16,0.0,Matbench,2
Li3V4NiO12,0.0,Matbench,2
Li3CrO4,0.0,Matbench,2
Li5(BiO3)4,0.0,Matbench,2
Li4.5Al0.5Te1O6,4.9,Matbench,2
Li4.5Cr0.5Te1O6,1.79,Matbench,2
Li4.5Fe0.5Te1O6,3.25,Matbench,2
Li4.5Ga0.5Te1O6,4.99,Matbench,2
Li4.5Mn0.5Te1O6,1.97,Matbench,2
Li4Co2Ni3O10,0.0,Matbench,2
Li4Co3CuO8,0.0,Matbench,2
Li4Co5SbO12,0.0,Matbench,2
Li4Cr3NiO8,0.0,Matbench,2
Li4CrO5,0.0,Matbench,2
Li4Cu(PO4)2,0.0,Matbench,2
Li6Fe3Co7O20,0.0,Matbench,2
Li6Fe9CoO20,0.0,Matbench,2
Li4Fe7(OF7)2,0.0,Matbench,2
Li3Mn3WO8,0.0,Matbench,2
Li6FeO6,0.0,Matbench,2
Li4MgNi3O8,0.0,Matbench,2
Li4Mn(WO4)3,0.0,Matbench,2
Li4Mn3Cr3O12,0.0,Matbench,2
Li4Mn5Cu3O16,0.0,Matbench,2
Li4Mn5Nb3O16,0.0,Matbench,2
Li4Mn5NbO12,0.0,Matbench,2
Li4Mn5Ni3O16,0.0,Matbench,2
Li4NbNi3O8,0.0,Matbench,2
Li4Ni2(PO4)3,0.0,Matbench,2
Li4Ni3BiO8,0.0,Matbench,2
Li4Ti5Cr3O16,0.0,Matbench,2
Li8IrO6,0.0,Matbench,2
Li8PO3,0.0,Matbench,2
Li4VF7,0.0,Matbench,2
Li3VOF5,0.0,Matbench,2
Li8TiNi7O16,0.0,Matbench,2
Li5Co2Ni3O10,0.0,Matbench,2
Li5Co2O2F5,0.0,Matbench,2
Li5Cr2Ni5O12,0.0,Matbench,2
Li5Fe2Ni3O10,0.0,Matbench,2
Li5Fe6(BO3)6,0.0,Matbench,2
Li5La3Nb14O42,0.0,Matbench,2
Li5Mn2Cu5O12,0.0,Matbench,2
Li5Mn3(FeO5)2,0.0,Matbench,2
Li5Mn5(SbO6)2,0.0,Matbench,2
Li5Mn6(BO3)6,0.0,Matbench,2
Li6(NiO2)5,0.0,Matbench,2
LiB9PbO15,4.75,Matbench,2
LiBePt2,0.0,Matbench,2
Li6FeNi9O20,0.0,Matbench,2
Li4FeNi3O8,0.0,Matbench,2
LiBiS2,0.11,Matbench,2
Li6Mn5CoO12,0.0,Matbench,2
Li6Mn5FeO12,0.0,Matbench,2
Li6Tb2O7,0.0,Matbench,2
Li7(Mo3S4)4,0.0,Matbench,2
Li7(NiO2)11,0.0,Matbench,2
Li7Ca8Nb12O40,0.0,Matbench,2
Li7Ti16O32,0.0,Matbench,2
Li7Ti5O12,0.0,Matbench,2
Li7Ti7O16,0.0,Matbench,2
Li8BiS6,0.0,Matbench,2
Li8GeN4,2.61,Matbench,2
LiCoS2,0.0,Matbench,2
LiCu2(CO3)2,0.0,Matbench,2
Li8PrO6,0.0,Matbench,2
Li4WO5,0.0,Matbench,2
LiCu5P3O13,0.0,Matbench,2
Li9Fe3(WO4)7,0.0,Matbench,2
Li9Ga13(Te7O22)3,4.45,Matbench,2
LiAgF3,0.0,Matbench,2
LiAl2Rh,0.0,Matbench,2
LiAl2Tc,0.0,Matbench,2
LiAl3,0.0,Matbench,2
LiAlB4,0.0,Matbench,2
LiAlGe,0.0,Matbench,2
LiAlRh2,0.0,Matbench,2
LiAsS2,1.6,Matbench,2
LiB3,2.0,Matbench,2
LiGaO2,5.6,Matbench,2
LiGaPd2,0.0,Matbench,2
LiBi2(PO4)3,0.0,Matbench,2
Li6FeO5F,0.0,Matbench,2
LiGd5P2O13,3.73,Matbench,2
LiCa2Ga,0.0,Matbench,2
LiCa2Ge3,0.0,Matbench,2
LiCa2In,0.0,Matbench,2
LiCa2Mg,0.0,Matbench,2
LiCa3As2H,1.4,Matbench,2
LiCaO3,0.0,Matbench,2
LiCd2Rh,0.0,Matbench,2
LiCdBO3,4.28,Matbench,2
LiCl,9.33,Matbench,2
LiCo(CO3)2,0.0,Matbench,2
LiCo7O7F,0.0,Matbench,2
LiInSe2,2.83,Matbench,2
LiInSn,0.0,Matbench,2
LiCu2Ge,0.0,Matbench,2
Li8Ti16CuS32,0.0,Matbench,2
LiLa2IrO6,0.0,Matbench,2
LiCuO2,0.0,Matbench,2
LiCuPO4,0.0,Matbench,2
LiEr2Ga,0.0,Matbench,2
LiErAu2,0.0,Matbench,2
LiEuH3,1.5,Matbench,2
LiF,11.7,Matbench,2
LiFe2(PO4)3,0.0,Matbench,2
LiFe2(SiO4)2,0.0,Matbench,2
LiGa(GeSe3)2,2.64,Matbench,2
LiGaAg2,0.0,Matbench,2
LiGaAu2,0.0,Matbench,2
LiMn4O8,0.0,Matbench,2
LiMn9Se10,0.0,Matbench,2
LiGaPt2,0.0,Matbench,2
LiBi3(ClO2)2,3.35,Matbench,2
LiMnO2,0.0,Matbench,2
LiGeRh2,0.0,Matbench,2
LiH3(SeO3)2,4.9,Matbench,2
LiHf2Ir,0.0,Matbench,2
LiHfPd2,0.0,Matbench,2
LiHg2Pd,0.0,Matbench,2
LiHoAu2,0.0,Matbench,2
LiHoO3,0.0,Matbench,2
LiIn(IO3)4,4.27,Matbench,2
LiIn2Rh,0.0,Matbench,2
LiInAg2,0.0,Matbench,2
LiInS2,3.56,Matbench,2
LiPr2Ru,0.0,Matbench,2
LiSb3PbS6,1.6,Matbench,2
LiInSnS4,2.3,Matbench,2
LiCu3F7,0.0,Matbench,2
LiSbTe2,0.13,Matbench,2
LiLu2Ga,0.0,Matbench,2
LiLu2Pd,0.0,Matbench,2
LiLu2Ru,0.0,Matbench,2
LiLu2Tc,0.0,Matbench,2
LiMg2Ag,0.0,Matbench,2
LiMgAs,0.7,Matbench,2
LiMgBi,0.4,Matbench,2
LiMgN,3.2,Matbench,2
LiMgSnPd,0.0,Matbench,2
LiMn(PO4)2,0.0,Matbench,2
LiMn2(PO4)2,0.0,Matbench,2
LiThAu2,0.0,Matbench,2
LiTi11O20,0.0,Matbench,2
LiMnCoO4,0.0,Matbench,2
LiGaTe2,2.31,Matbench,2
LiTlPd2,0.0,Matbench,2
LiMnP2O7,0.0,Matbench,2
LiMnSiO4,0.0,Matbench,2
LiMo3O8,0.0,Matbench,2
LiMoIO6,2.8,Matbench,2
LiNb3(BiO3)4,3.0,Matbench,2
LiNi2(PO4)3,0.0,Matbench,2
LiNiP2O7,0.0,Matbench,2
LiPm2Al,0.0,Matbench,2
LiPm2Ga,0.0,Matbench,2
LiPm2Ir,0.0,Matbench,2
LiPm2Si,0.0,Matbench,2
LiZnBO3,3.1,Matbench,2
LiZnN,1.91,Matbench,2
LiSbS2,1.36,Matbench,2
LiInTe2,1.46,Matbench,2
Lu(InS2)3,1.27,Matbench,2
LiScHg2,0.0,Matbench,2
LiSiB6,2.27,Matbench,2
LiSiPd2,0.0,Matbench,2
LiSiRh2,0.0,Matbench,2
LiSm3SiS7,2.83,Matbench,2
LiSn(PO3)4,0.0,Matbench,2
LiSn4Ir,0.0,Matbench,2
LiSnAu,0.0,Matbench,2
LiTa3(BiO3)4,3.5,Matbench,2
LiTaO3,4.1,Matbench,2
LiTaRh2,0.0,Matbench,2
Lu2Mn12P7,0.0,Matbench,2
Lu2Mo2C3,0.0,Matbench,2
LiTi3O6,0.0,Matbench,2
LiMnCuO4,0.0,Matbench,2
Lu2TlCd,0.0,Matbench,2
LiTm2Rh,0.0,Matbench,2
LiTm2Ru,0.0,Matbench,2
LiTmSn,0.0,Matbench,2
LiV2NiO6,0.0,Matbench,2
LiV3O4,0.0,Matbench,2
LiY(CuP)2,0.0,Matbench,2
LiY2Ru,0.0,Matbench,2
LiYbF4,0.0,Matbench,2
LiYbPb,0.0,Matbench,2
LiZn(Fe5O8)2,0.0,Matbench,2
LiZn2GaO4,4.0,Matbench,2
LuAl2Pd5,0.0,Matbench,2
LuAlAg2,0.0,Matbench,2
LiZr2Os,0.0,Matbench,2
LiSbSe2,0.68,Matbench,2
LuC2,0.0,Matbench,2
Lu(SiOs)2,0.0,Matbench,2
Lu2AgAu,0.0,Matbench,2
Lu2Al3Co,0.0,Matbench,2
Lu2AlTc,0.0,Matbench,2
Lu2CdAg,0.0,Matbench,2
Lu2CdIn,0.0,Matbench,2
Lu2CrS4,1.75,Matbench,2
Lu2Fe2Si2C,0.0,Matbench,2
Lu2FeS4,0.0,Matbench,2
Lu2InHg,0.0,Matbench,2
Lu2MgHg,0.0,Matbench,2
LuScRh2,0.0,Matbench,2
LuScRu2,0.0,Matbench,2
Lu2O3,5.5,Matbench,2
LiTiSiO4,0.0,Matbench,2
LuSiIr,0.0,Matbench,2
Lu2TlCu3Se5,2.12,Matbench,2
Lu3BC3,0.0,Matbench,2
Lu3Ga,0.0,Matbench,2
Lu3InN,0.0,Matbench,2
Lu3TlC,0.0,Matbench,2
Lu4C7,0.0,Matbench,2
Lu5(Si5Ir2)2,0.0,Matbench,2
Lu5Si3B,0.0,Matbench,2
Lu7(NiTe)2,0.0,Matbench,2
Lu7(TePd)2,0.0,Matbench,2
LuAg2,0.0,Matbench,2
Mg2AgIr,0.0,Matbench,2
Mg2Co,0.66,Matbench,2
LuAu,0.0,Matbench,2
LiZrRh2,0.0,Matbench,2
Mg2CuWO6,0.0,Matbench,2
LuCd4B3O10,3.7,Matbench,2
LuCdAg2,0.0,Matbench,2
LuGaRh2,0.0,Matbench,2
LuGe2,0.0,Matbench,2
LuHfRu2,0.0,Matbench,2
LuIr,0.0,Matbench,2
LuIr2,0.0,Matbench,2
LuMnSi,0.0,Matbench,2
LuNiBC,0.0,Matbench,2
LuP,1.3,Matbench,2
LuPt3,0.0,Matbench,2
Mg2V9O13,0.0,Matbench,2
Mg2Zr14O5,0.0,Matbench,2
LuScZn2,0.0,Matbench,2
Lu2TlAg,0.0,Matbench,2
Mg3(Ni10B3)2,0.0,Matbench,2
LuU2S3O2,0.0,Matbench,2
LuUO3,0.0,Matbench,2
Mg(As2Rh3)2,0.0,Matbench,2
Mg(CoS2)2,0.0,Matbench,2
Mg(FeO2)4,0.0,Matbench,2
Mg(FeS2)2,0.0,Matbench,2
Mg(SnO2)4,0.0,Matbench,2
Mg(TiS2)4,0.0,Matbench,2
Mg10B16Ir19,0.0,Matbench,2
Mg17Al11Pd,0.0,Matbench,2
Mg23Al30,0.0,Matbench,2
Mg3Sb2,0.8,Matbench,2
Mg3Tl,0.0,Matbench,2
Mg2CrN2,0.0,Matbench,2
LuBPd3,0.0,Matbench,2
Mg5B3O9F,5.63,Matbench,2
Mg2Ga,0.0,Matbench,2
Mg2Ge,1.67,Matbench,2
Mg2GeB2Rh5,0.0,Matbench,2
Mg2GeSe4,2.02,Matbench,2
Mg2MnN2,0.0,Matbench,2
Mg2PdAu,0.0,Matbench,2
Mg2RhAu,0.0,Matbench,2
Mg2Si,2.27,Matbench,2
Mg2SiPt,0.0,Matbench,2
Mg2TcO4,0.0,Matbench,2
Mg2TiIrO6,0.0,Matbench,2
MgF2,11.1,Matbench,2
MgIn3,0.0,Matbench,2
Mg3(B25C4)2,2.7,Matbench,2
LuSi2Ni,0.0,Matbench,2
MgMnO3,0.0,Matbench,2
Mg3(Ni10P3)2,0.0,Matbench,2
Mg32Al36Ag13,0.0,Matbench,2
Mg3Al9FeSi5,0.0,Matbench,2
Mg3AsN,1.33,Matbench,2
Mg3Bi2,0.0,Matbench,2
Mg3Ga7Co2,0.0,Matbench,2
Mg3Ge,0.0,Matbench,2
Mg3N2,2.8,Matbench,2
Mg3P2,1.4,Matbench,2
Mg3Rh,0.0,Matbench,2
Mg3Ru2,0.0,Matbench,2
MgSiN2,4.05,Matbench,2
MgSnRh2,0.0,Matbench,2
Mg4Sc3(SiO3)8,0.0,Matbench,2
Mg2Cu,0.0,Matbench,2
MgTi4O6,0.0,Matbench,2
Mg5Ti13O30,0.0,Matbench,2
Mg5Tl2,0.0,Matbench,2
Mg9CuO10,0.0,Matbench,2
MgAgAs,0.0,Matbench,2
MgCo2(PO5)2,0.0,Matbench,2
MgCr,0.0,Matbench,2
MgCu2GeS4,2.36,Matbench,2
MgCu2SiS4,3.2,Matbench,2
MgCuBi,0.0,Matbench,2
MgCuSb,0.0,Matbench,2
MgCuSn,0.0,Matbench,2
Mn15Si26,0.7,Matbench,2
Mn2AlB2,0.0,Matbench,2
MgInAg2,0.0,Matbench,2
Mg3(MnAl9)2,0.0,Matbench,2
Mn2CoGe,0.0,Matbench,2
MgMnRh2,0.0,Matbench,2
MgNiSb,0.0,Matbench,2
MgPb3,0.0,Matbench,2
MgPt5,0.0,Matbench,2
MgRh2Pb,0.0,Matbench,2
MgRhF6,0.0,Matbench,2
MgSbF6,0.0,Matbench,2
MgSbPt,0.0,Matbench,2
MgSc,0.0,Matbench,2
MgScAg2,0.0,Matbench,2
MgSi7Ir3,0.0,Matbench,2
Mn3Cr3(CoO8)2,0.0,Matbench,2
Mn3Cr3(TeO8)2,0.0,Matbench,2
MgTe,3.6,Matbench,2
Mg5As,0.0,Matbench,2
Mn3PdN,0.0,Matbench,2
MgTl,0.0,Matbench,2
MgV4O6,0.0,Matbench,2
MgZn2,0.0,Matbench,2
Mn(BW)2,0.0,Matbench,2
Mn(CoO2)4,0.0,Matbench,2
Mn(PbO2)2,1.5,Matbench,2
Mn(SbO2)2,2.65,Matbench,2
Mn(SbO3)2,0.0,Matbench,2
Mn(SbSe2)2,0.31,Matbench,2
Mn0.05Te1Pb0.95,0.37,Matbench,2
Mn0.1Te1Pb0.9,0.49,Matbench,2
MnBe2Co,0.0,Matbench,2
MnCdO2,0.0,Matbench,2
Mn2AlO4,0.0,Matbench,2
MgInPd2,0.0,Matbench,2
MnCu3,0.0,Matbench,2
Mn2Cu(PO4)3,0.0,Matbench,2
Mn2GaW,0.0,Matbench,2
Mn2GeS4,0.0,Matbench,2
Mn2Hg5,0.0,Matbench,2
Mn2Nb,0.0,Matbench,2
Mn2OF3,0.0,Matbench,2
Mn2P,0.0,Matbench,2
Mn2Tl2O7,0.0,Matbench,2
Mn2VSi,0.0,Matbench,2
Mn3(OF3)2,0.0,Matbench,2
Mn3Al10,0.0,Matbench,2
MnNiP,0.0,Matbench,2
MnO,3.6,Matbench,2
Mn3NbO8,0.0,Matbench,2
MgTi11O20,0.0,Matbench,2
MnP4,0.28,Matbench,2
Mn3PtN,0.0,Matbench,2
Mn3SbO8,0.0,Matbench,2
Mn3V2(SiO4)3,0.0,Matbench,2
Mn5As4,0.0,Matbench,2
Mn5Ge2,0.0,Matbench,2
Mn5O3F5,0.0,Matbench,2
Mn5O7,0.0,Matbench,2
Mn7O7F,0.0,Matbench,2
MnAl3,0.58,Matbench,2
MnAlAu2,0.0,Matbench,2
MnAs,0.0,Matbench,2
MnTePd,0.0,Matbench,2
MnV(TeO4)2,1.9,Matbench,2
MnCoSi,0.0,Matbench,2
Mn2CoAs,0.0,Matbench,2
Mo5As4,0.0,Matbench,2
MnF2,9.9,Matbench,2
MnFeAs,0.0,Matbench,2
MnFeCoGe,0.0,Matbench,2
MnGaNi2,0.0,Matbench,2
MnGaPt,0.0,Matbench,2
MnGePd,0.0,Matbench,2
MnGeRh2,0.0,Matbench,2
MnIn2PbS5,1.45,Matbench,2
MnInCu2,0.0,Matbench,2
MnNbO4,0.0,Matbench,2
MnNi,0.0,Matbench,2
Na2B6O9F2,7.33,Matbench,2
Na2Be4B4O11,7.3,Matbench,2
MnO2,1.3,Matbench,2
Mn3NiN,0.0,Matbench,2
Na2Cl,0.0,Matbench,2
MnPSe3,2.5,Matbench,2
MnS,0.0,Matbench,2
MnSb3(PO4)6,0.0,Matbench,2
MnSbPd,0.0,Matbench,2
MnSbRh2,0.0,Matbench,2
MnSe,2.5,Matbench,2
MnSi,0.6,Matbench,2
MnSiNi2,0.0,Matbench,2
MnSnRu2,0.0,Matbench,2
MnTcOs,0.0,Matbench,2
