Formula,E_g_Exp,Source,Priority,frac f valence electrons,cohesive energy (MP),MagpieData range GSbandgap,MagpieData mode Row,MagpieData mode MeltingT,F fraction,Al fraction,MagpieData avg_dev Row,MagpieData mode NfUnfilled,Pm fraction,Cr fraction,MagpieData minimum Electronegativity,Fr fraction,Bk fraction,La fraction,MagpieData mean GSmagmom,B fraction,Cf fraction,MagpieData mean NdValence,MagpieData mean NfValence,Sb fraction,MagpieData avg_dev MeltingT,Md fraction,maximum EN difference,MagpieData minimum MendeleevNumber,MagpieData minimum NsUnfilled,Si fraction,MagpieData maximum Number,Tl fraction,P fraction,Li fraction,Ca fraction,MagpieData avg_dev AtomicWeight,Ar fraction,Gd fraction,MagpieData avg_dev NpValence,range oxidation state,A_site_weight,Y fraction,avg d valence electrons,MagpieData mode NfValence,C fraction,MagpieData avg_dev NfValence,MagpieData maximum GSbandgap,MagpieData mean NpUnfilled,minimum EN difference,Sc fraction,Ti fraction,MagpieData mean MeltingT,Rb fraction,Ba fraction,Pb fraction,MagpieData maximum NpUnfilled,Mg fraction,(u+t)n,mean EN difference,MagpieData mode Electronegativity,minimum oxidation state,MagpieData avg_dev NdUnfilled,pretty_formula,MagpieData maximum NpValence,MagpieData mode NpValence,MagpieData range Electronegativity,MagpieData mean CovalentRadius,dist from 3 clusters |APE| < 0.010,mean Column,Zn fraction,range EN difference,Re fraction,N fraction,MagpieData minimum NUnfilled,Ho fraction,MagpieData minimum NValence,Am fraction,MagpieData mode SpaceGroupNumber,MagpieData mean Row,MagpieData minimum MeltingT,avg anion electron affinity,MagpieData mean MendeleevNumber,MagpieData avg_dev NpUnfilled,MagpieData mode AtomicWeight,Sr fraction,Yb fraction,MagpieData mode NValence,MagpieData minimum CovalentRadius,No fraction,MagpieData range Number,MagpieData avg_dev NsValence,MagpieData maximum MendeleevNumber,MagpieData minimum Number,MagpieData mode Number,Ra fraction,Zr fraction,range Number,A_site_affinity,MagpieData mean SpaceGroupNumber,Mn fraction,Nb fraction,Tb fraction,MagpieData mean NdUnfilled,MagpieData maximum Row,At fraction,avg f valence electrons,Se fraction,MagpieData range Column,MagpieData mean AtomicWeight,Ru fraction,Rn fraction,MagpieData range NfUnfilled,MagpieData mean Number,MagpieData minimum GSvolume_pa,MagpieData mean NpValence,Pa fraction,MagpieData maximum AtomicWeight,MagpieData maximum GSmagmom,std_dev EN difference,Er fraction,Ga fraction,mean Electronegativity,MagpieData mean Column,Nd fraction,MagpieData range CovalentRadius,MagpieData range Row,frac s valence electrons,mean AtomicWeight,dist from 5 clusters |APE| < 0.010,MagpieData mean GSvolume_pa,Dy fraction,As fraction,Xe fraction,MagpieData maximum NValence,Hg fraction,MagpieData maximum NsUnfilled,Ir fraction,range AtomicRadius,MagpieData minimum NsValence,X_site_fir_ionization_energy,MagpieData maximum MeltingT,Na fraction,In fraction,Sm fraction,MagpieData maximum GSvolume_pa,MagpieData range NUnfilled,Cl fraction,MagpieData maximum Electronegativity,MagpieData mode NsUnfilled,Co fraction,mean Row,MagpieData mode CovalentRadius,Kr fraction,W fraction,MagpieData mode NUnfilled,U fraction,Eu fraction,MagpieData avg_dev MendeleevNumber,MagpieData range NsValence,MagpieData maximum NdUnfilled,Ne fraction,Br fraction,Pt fraction,maximum oxidation state,MagpieData mean NValence,MagpieData minimum NdValence,Te fraction,Tc fraction,MagpieData maximum NUnfilled,dist from 1 clusters |APE| < 0.010,MagpieData avg_dev NValence,Th fraction,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData mode NpUnfilled,MagpieData maximum NdValence,MagpieData minimum Column,range Electronegativity,MagpieData avg_dev SpaceGroupNumber,transition metal fraction,Os fraction,Lr fraction,Fe fraction,MagpieData avg_dev GSvolume_pa,MagpieData avg_dev NdValence,MagpieData maximum SpaceGroupNumber,frac d valence electrons,MagpieData mode Column,MagpieData maximum Column,MagpieData minimum NfUnfilled,MagpieData range NsUnfilled,A_site_fir_ionization_energy,X_site_electronegativity,MagpieData range MendeleevNumber,MagpieData range NfValence,He fraction,Cs fraction,MagpieData minimum Row,Np fraction,octahedral_factor,X_site_affinity,MagpieData range MeltingT,MagpieData range NValence,Ce fraction,MagpieData avg_dev Number,MagpieData mode GSmagmom,Ta fraction,MagpieData mode NdValence,Tm fraction,Fm fraction,tolerance_factor,MagpieData mean NUnfilled,Hf fraction,Es fraction,MagpieData maximum NsValence,std_dev oxidation state,Cu fraction,Mo fraction,mean Number,MagpieData mean NsValence,MagpieData range NpValence,H fraction,I fraction,Ge fraction,MagpieData range GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,Ni fraction,MagpieData mean NfUnfilled,Pr fraction,Pd fraction,Sn fraction,X_site_weight,Pu fraction,frac p valence electrons,Ac fraction,Au fraction,MagpieData range NpUnfilled,Cm fraction,MagpieData maximum CovalentRadius,MagpieData minimum NpValence,MagpieData mean NsUnfilled,avg p valence electrons,Cd fraction,MagpieData minimum NfValence,MagpieData maximum NfValence,formation_energy_per_atom,Be fraction,band center,MagpieData mode NdUnfilled,volume,MagpieData mean GSbandgap,MagpieData avg_dev NUnfilled,S fraction,band_gap,Ag fraction,V fraction,MagpieData minimum GSmagmom,A_site_electronegativity,MagpieData mean Electronegativity,MagpieData range AtomicWeight,MagpieData maximum NfUnfilled,MagpieData avg_dev GSbandgap,MagpieData range GSmagmom,Bi fraction,MagpieData avg_dev NsUnfilled,mean AtomicRadius,MagpieData minimum GSbandgap,O fraction,Po fraction,avg s valence electrons,MagpieData mode NsValence,MagpieData minimum NdUnfilled,MagpieData range NdValence,MagpieData range NdUnfilled,MagpieData avg_dev CovalentRadius,MagpieData avg_dev GSmagmom,MagpieData range SpaceGroupNumber,Rh fraction,Lu fraction,MagpieData minimum NpUnfilled,K fraction,MagpieData mode GSbandgap,MagpieData avg_dev NfUnfilled,MagpieData avg_dev Electronegativity,MagpieData avg_dev Column,Delta_E_g,is_metal_exp,is_metal_gga
Sr2NiIrO6,0.3,OpenAlex_Crawler,2,0.191780822,5.659776509,0.0,2,54.8,0.0,0.0,1.44,0,0.0,0.0,0.95,0,0,0.0,0.05953947,0.0,0,1.5,1.4,0.0,761.736,0,2.49,8,0,0.0,77,0.0,0.0,0.0,0.0,43.458336,0,0.0,1.92,7,87.62,0.0,1.5,0,0.0,2.52,0.0,1.2,1.24,0.0,0.0,689.58,0.0,0.0,0.0,2,0.0,1.028925637,1.9375,3.44,-2,0.8,Sr2NiIrO6,4,4,2.49,105.1,0.063690162,11.9,0.0,1.25,0.0,0.0,0,0.0,2,0,12,3.2,54.8,-282000.0,65.9,0.96,15.9994,0.2,0.0,6,66,0,69,0.0,87,8,8,0,0.0,69,0.0521,97.2,0.0,0.0,0.0,0.5,6,0,1.4,0.0,14,52.21468,0.0,0,0,22.9,9.105,2.4,0.0,192.217,0.5953947,0.710795329,0.0,0.0,2.665,11.9,0.0,129,4,0.273972603,52.21468,0.068585838,18.762,0.0,0.0,0,23,0.0,0,0.1,1.4,2,13.618,2739.0,0.0,0.0,0.0,54.23,3,0.0,3.44,0,0.0,3.2,66,0,0.0,2,0.0,0.0,25.32,0,3,0,0.0,0.0,5,7.3,0,0.0,0.0,3,0.058133479,3.68,0.0,87,15.9994,2,8,2,2.49,102.24,0.2,0.0,0,0.0,14.1872,2.4,225,0.205479452,16,16,0,0,5.695,3.44,79,14,0,0.0,2,0.0,0.55952381,1.46,2684.2,21,0.0,17.88,0.0,0.0,0,0.0,0,0.92841501,1.7,0.0,0,2,3.373323338,0.0,0.0,22.9,2.0,4,0.0,0.0,0.0,45.125,9.105,12,0.1,0.0,0.0,0.0,0.0,15.999,0.0,0.328767123,0.0,0.0,2,0,195,0,0.0,2.4,0.0,0,14,-2.048451164,0.0,5.691665332,0,505.0394604,0.0,0.68,0.0,0.0,0.0,0.0,0,0.95,2.665,176.2176,0,0.0,0.5953947,0.0,0.0,1.03,0.0,0.6,0,2.0,2,0,8,3,46.92,0.107171046,213,0.0,0.0,0,0.0,0.0,0.0,0.93,4.92,0.3,0,1
AgNO3,2.0,OpenAlex_Crawler,2,0.0,4.275455661,6.437,2,54.8,0.0,0.0,0.96,0,0.0,0.0,1.93,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,376.9816,0,1.51,65,0,0.0,47,0.0,0.0,0.0,0.0,29.557432,0,0.0,1.2,7,107.86,0.0,2.0,0,0.0,0.0,6.437,1.8,0.4,0.0,0.0,292.476,0.0,0.0,0.0,3,0.0,1.021072597,0.955,3.44,-2,0.0,AgNO3,4,4,1.51,82.8,0.148577928,14.8,0.0,1.11,0.0,0.2,1,0.0,5,0,12,2.6,54.8,-282000.0,81.6,0.72,15.9994,0.0,0.0,6,66,0,40,0.32,87,7,8,0,0.0,40,1.302,91.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,5,33.97462,0.0,0,0,15.6,9.105,3.0,0.0,107.8682,0.0,0.784888527,0.0,0.0,3.058,14.8,0.0,79,3,0.264705882,33.97462,0.156862469,11.68275,0.0,0.0,0,11,0.0,1,0.0,1.0,1,13.618,1234.93,0.0,0.0,0.0,16.33,2,0.0,3.44,0,0.0,2.6,66,0,0.0,2,0.0,0.0,6.64,1,0,0,0.0,0.0,5,6.8,0,0.0,0.0,3,0.132343466,1.68,0.0,87,14.0067,2,10,11,1.51,94.8,0.2,0.0,0,0.0,3.0933,3.2,225,0.294117647,16,16,0,1,7.576,3.44,22,0,0,0.0,2,0.0,0.214285714,1.46,1180.13,6,0.0,12.56,0.0,0.0,0,0.0,0,1.178511302,2.0,0.0,0,2,3.683941988,0.0,0.0,15.6,1.8,4,0.0,0.0,0.0,7.225,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.441176471,0.0,0.0,3,0,145,0,0.2,3.0,0.0,0,0,-0.766700504,0.0,6.738898269,0,543.545144,1.2874,0.4,0.0,2.0191,0.2,0.0,0,1.93,3.058,93.8615,0,2.05984,0.0,0.0,0.32,0.81,0.0,0.6,0,1.8,2,0,10,0,24.88,0.0,213,0.0,0.0,0,0.0,0.0,0.0,0.4584,1.52,-0.019099999999999895,0,0
AgNO3,2.0,OpenAlex_Crawler,2,0.0,4.275455661,6.437,2,54.8,0.0,0.0,0.96,0,0.0,0.0,1.93,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,376.9816,0,1.51,65,0,0.0,47,0.0,0.0,0.0,0.0,29.557432,0,0.0,1.2,7,107.86,0.0,2.0,0,0.0,0.0,6.437,1.8,0.4,0.0,0.0,292.476,0.0,0.0,0.0,3,0.0,1.021331938,0.955,3.44,-2,0.0,AgNO3,4,4,1.51,82.8,0.148577928,14.8,0.0,1.11,0.0,0.2,1,0.0,5,0,12,2.6,54.8,-282000.0,81.6,0.72,15.9994,0.0,0.0,6,66,0,40,0.32,87,7,8,0,0.0,40,1.302,91.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,5,33.97462,0.0,0,0,15.6,9.105,3.0,0.0,107.8682,0.0,0.784888527,0.0,0.0,3.058,14.8,0.0,79,3,0.264705882,33.97462,0.156862469,11.68275,0.0,0.0,0,11,0.0,1,0.0,1.0,1,13.618,1234.93,0.0,0.0,0.0,16.33,2,0.0,3.44,0,0.0,2.6,66,0,0.0,2,0.0,0.0,6.64,1,0,0,0.0,0.0,5,6.8,0,0.0,0.0,3,0.132343466,1.68,0.0,87,14.0067,2,10,11,1.51,94.8,0.2,0.0,0,0.0,3.0933,3.2,225,0.294117647,16,16,0,1,7.576,3.44,22,0,0,0.0,2,0.0,0.214285714,1.46,1180.13,6,0.0,12.56,0.0,0.0,0,0.0,0,1.178511302,2.0,0.0,0,2,3.683941988,0.0,0.0,15.6,1.8,4,0.0,0.0,0.0,7.225,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.441176471,0.0,0.0,3,0,145,0,0.2,3.0,0.0,0,0,-0.764053621,0.0,6.738898269,0,537.0054543,1.2874,0.4,0.0,2.0111,0.2,0.0,0,1.93,3.058,93.8615,0,2.05984,0.0,0.0,0.32,0.81,0.0,0.6,0,1.8,2,0,10,0,24.88,0.0,213,0.0,0.0,0,0.0,0.0,0.0,0.4584,1.52,-0.011099999999999888,0,0
AgNO3,2.0,OpenAlex_Crawler,2,0.0,4.275455661,6.437,2,54.8,0.0,0.0,0.96,0,0.0,0.0,1.93,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,376.9816,0,1.51,65,0,0.0,47,0.0,0.0,0.0,0.0,29.557432,0,0.0,1.2,7,107.86,0.0,2.0,0,0.0,0.0,6.437,1.8,0.4,0.0,0.0,292.476,0.0,0.0,0.0,3,0.0,1.184500825,0.955,3.44,-2,0.0,AgNO3,4,4,1.51,82.8,0.148577928,14.8,0.0,1.11,0.0,0.2,1,0.0,5,0,12,2.6,54.8,-282000.0,81.6,0.72,15.9994,0.0,0.0,6,66,0,40,0.32,87,7,8,0,0.0,40,1.302,91.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,5,33.97462,0.0,0,0,15.6,9.105,3.0,0.0,107.8682,0.0,0.784888527,0.0,0.0,3.058,14.8,0.0,79,3,0.264705882,33.97462,0.156862469,11.68275,0.0,0.0,0,11,0.0,1,0.0,1.0,1,13.618,1234.93,0.0,0.0,0.0,16.33,2,0.0,3.44,0,0.0,2.6,66,0,0.0,2,0.0,0.0,6.64,1,0,0,0.0,0.0,5,6.8,0,0.0,0.0,3,0.132343466,1.68,0.0,87,14.0067,2,10,11,1.51,94.8,0.2,0.0,0,0.0,3.0933,3.2,225,0.294117647,16,16,0,1,7.576,3.44,22,0,0,0.0,2,0.0,0.214285714,1.46,1180.13,6,0.0,12.56,0.0,0.0,0,0.0,0,1.178511302,2.0,0.0,0,2,3.683941988,0.0,0.0,15.6,1.8,4,0.0,0.0,0.0,7.225,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.441176471,0.0,0.0,3,0,145,0,0.2,3.0,0.0,0,0,-0.737908982,0.0,6.738898269,0,66.94305711,1.2874,0.4,0.0,1.7613,0.2,0.0,0,1.93,3.058,93.8615,0,2.05984,0.0,0.0,0.32,0.81,0.0,0.6,0,1.8,2,0,10,0,24.88,0.0,213,0.0,0.0,0,0.0,0.0,0.0,0.4584,1.52,0.2386999999999999,0,0
AgNO3,2.0,OpenAlex_Crawler,2,0.0,1.96261523,6.437,2,54.8,0.0,0.0,0.96,0,0.0,0.0,1.93,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,376.9816,0,1.51,65,0,0.0,47,0.0,0.0,0.0,0.0,29.557432,0,0.0,1.2,7,107.86,0.0,2.0,0,0.0,0.0,6.437,1.8,0.4,0.0,0.0,292.476,0.0,0.0,0.0,3,0.0,1.086765049,0.955,3.44,-2,0.0,AgNO3,4,4,1.51,82.8,0.148577928,14.8,0.0,1.11,0.0,0.2,1,0.0,5,0,12,2.6,54.8,-282000.0,81.6,0.72,15.9994,0.0,0.0,6,66,0,40,0.32,87,7,8,0,0.0,40,1.302,91.0,0.0,0.0,0.0,0.0,5,0,0.0,0.0,5,33.97462,0.0,0,0,15.6,9.105,3.0,0.0,107.8682,0.0,0.784888527,0.0,0.0,3.058,14.8,0.0,79,3,0.264705882,33.97462,0.156862469,11.68275,0.0,0.0,0,11,0.0,1,0.0,1.0,1,13.618,1234.93,0.0,0.0,0.0,16.33,2,0.0,3.44,0,0.0,2.6,66,0,0.0,2,0.0,0.0,6.64,1,0,0,0.0,0.0,5,6.8,0,0.0,0.0,3,0.132343466,1.68,0.0,87,14.0067,2,10,11,1.51,94.8,0.2,0.0,0,0.0,3.0933,3.2,225,0.294117647,16,16,0,1,7.576,3.44,22,0,0,0.0,2,0.0,0.214285714,1.46,1180.13,6,0.0,12.56,0.0,0.0,0,0.0,0,1.178511302,2.0,0.0,0,2,3.683941988,0.0,0.0,15.6,1.8,4,0.0,0.0,0.0,7.225,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.441176471,0.0,0.0,3,0,145,0,0.2,3.0,0.0,0,0,-0.769071031,0.0,6.738898269,0,136.2278122,1.2874,0.4,0.0,1.8677,0.2,0.0,0,1.93,3.058,93.8615,0,2.05984,0.0,0.0,0.32,0.81,0.0,0.6,0,1.8,2,0,10,0,24.88,0.0,213,0.0,0.0,0,0.0,0.0,0.0,0.4584,1.52,0.13230000000000008,0,0
CsNiBr3,3.1,OpenAlex_Crawler,2,0.0,3.147314607,1.457,4,265.8,0.0,0.0,0.64,0,0.0,0.0,0.79,0,0,0.0,0.11907894,0.0,0,7.6,0.0,0.0,465.0408,0,2.17,5,0,0.0,55,0.0,0.0,0.0,0.0,18.65731261,0,0.0,2.4,3,132.9,0.0,7.6,0,0.0,0.0,1.457,0.6,1.05,0.0,0.0,565.398,0.0,0.0,0.0,1,0.0,1.118685972,1.61,2.96,-1,0.64,CsNiBr3,5,5,2.17,145.6,0.741378577,12.4,0.0,1.12,0.0,0.0,1,0.0,1,0,64,4.4,265.8,-324600.0,70.2,0.48,79.904,0.0,0.0,17,120,0,27,0.32,95,28,35,0,0.0,27,0.472,129.2,0.0,0.0,0.0,0.4,6,0,0.0,0.0,16,86.26217038,0.0,0,0,37.6,10.32,3.0,0.0,132.9054519,0.5953947,0.791959595,0.0,0.0,2.316,12.4,0.0,124,2,0.14516129,86.26217038,0.757568906,42.905,0.0,0.0,0,17,0.0,1,0.0,1.45,1,11.814,1728.0,0.0,0.0,0.0,115.765,1,0.0,2.96,0,0.0,4.4,120,0,0.0,1,0.0,0.0,29.76,1,2,0,0.6,0.0,2,12.4,0,0.0,0.0,2,0.734846923,5.52,0.0,95,58.6934,1,10,1,2.17,78.24,0.2,0.0,0,0.0,29.144,3.04,229,0.612903226,17,17,0,1,3.894,2.96,90,0,0,0.2,4,0.0,0.456043956,3.364,1462.2,16,0.0,6.96,0.0,0.0,10,0.0,0,0.968602874,1.2,0.0,0,2,1.690308509,0.0,0.0,37.6,1.8,5,0.0,0.0,0.0,105.445,29.48,64,0.2,0.0,0.0,0.0,0.0,79.904,0.0,0.241935484,0.0,0.0,1,0,244,0,0.2,3.0,0.0,0,0,-0.852253669,0.0,5.304394008,0,325.0053388,0.8742,0.32,0.0,0.0,0.0,0.0,0,0.79,2.316,74.2120519,0,0.69936,0.5953947,0.0,0.32,1.48,0.0,0.0,0,1.8,2,0,10,2,39.36,0.190526304,165,0.0,0.0,0,0.0,1.457,0.0,0.7728,5.52,3.1,0,1
Ba2TlSbO6,0.3,OpenAlex_Crawler,2,0.170731707,5.184332984,0.0,2,54.8,0.0,0.0,1.8,0,0.0,0.0,0.89,0,0,0.0,0.0,0.0,0,2.0,1.4,0.1,391.3896,0,2.55,9,0,0.0,81,0.1,0.0,0.0,0.0,64.415964,0,0.0,1.48,7,137.327,0.0,2.0,0,0.0,2.52,0.0,2.0,1.39,0.0,0.0,380.958,0.0,0.2,0.0,5,0.0,1.137293164,2.0775,3.44,-2,0.0,Ba2TlSbO6,4,4,2.55,111.0,0.024844372,12.8,0.0,1.16,0.0,0.0,0,0.0,2,0,12,3.5,54.8,-282000.0,70.1,0.8,15.9994,0.0,0.0,6,66,0,73,0.0,87,8,8,0,0.0,73,0.1446,89.0,0.0,0.0,0.0,0.0,6,0,1.4,0.0,14,69.67937,0.0,0,0,29.2,9.105,2.8,0.0,204.3833,0.0,0.627845522,0.0,0.0,2.609,12.8,0.0,149,4,0.243902439,69.67937,0.033788903,24.028,0.0,0.0,0,27,0.0,0,0.0,1.55,2,13.618,1000.0,0.0,0.0,0.0,63.59,5,0.0,3.44,0,0.0,3.5,66,0,0.0,2,0.0,0.0,24.44,0,0,0,0.0,0.0,5,8.2,0,0.0,0.0,5,0.0,5.12,0.0,87,15.9994,2,10,2,2.55,92.4,0.0,0.0,0,0.0,17.9076,3.2,229,0.243902439,16,16,0,0,5.212,3.44,78,14,0,0.0,2,0.0,0.700396825,1.46,945.2,25,0.0,25.44,0.0,0.0,0,0.0,0,0.90760497,2.0,0.0,0,2,3.373323338,0.0,0.0,29.2,2.0,4,0.0,0.0,0.0,54.485,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.341463415,0.0,0.0,5,0,215,0,0.0,2.8,0.0,0,14,-2.291548647,0.0,5.376775739,0,155.4296229,0.0,0.8,0.0,0.0,0.0,0.0,0,0.89,2.609,188.3839,0,0.0,0.0,0.0,0.0,1.125,0.0,0.6,0,2.0,2,0,10,0,54.0,0.0,217,0.0,0.0,0,0.0,0.0,0.0,0.9972,4.32,0.3,0,1
Rb2AgSbBr6,1.02,OpenAlex_Crawler,2,0.0,2.896475613,1.457,4,265.8,0.0,0.0,0.48,0,0.0,0.0,0.82,0,0,0.0,0.0,0.0,0,8.0,0.0,0.1,253.4048,0,2.14,4,0,0.0,51,0.0,0.0,0.0,0.0,10.726128,0,0.0,2.04,4,85.4678,0.0,8.0,0,0.0,0.0,1.457,0.9,0.91,0.0,0.0,435.843,0.2,0.0,0.0,3,0.0,1.1083541,1.555,2.96,-1,0.0,Rb2AgSbBr6,5,5,2.14,144.4,0.695005209,13.0,0.0,1.23,0.0,0.0,1,0.0,1,0,64,4.4,265.8,-324600.0,72.8,0.54,79.904,0.0,0.0,17,120,0,16,0.42,95,35,35,0,0.0,16,0.486,123.3,0.0,0.0,0.0,0.0,5,0,0.0,0.0,16,87.99878,0.0,0,0,38.2,16.33,3.3,0.0,121.76,0.0,0.741916437,0.0,0.0,2.338,13.0,0.0,100,1,0.130769231,87.99878,0.697896043,40.6215,0.0,0.0,0,17,0.0,1,0.0,1.2,1,11.814,1234.93,0.0,0.0,0.0,90.7225,2,0.0,2.96,0,0.0,4.4,120,0,0.0,1,0.0,0.0,29.08,1,0,0,0.6,0.0,3,13.0,0,0.0,0.0,3,0.694298107,5.2,0.0,95,79.904,1,10,1,2.14,71.16,0.1,0.0,0,0.0,20.0404,3.2,229,0.615384615,17,17,0,1,4.177,2.96,91,0,0,0.0,4,0.0,0.601648352,3.364,969.13,16,0.0,4.32,0.0,0.0,10,0.0,0,0.844161783,1.2,0.0,0,2,1.761660659,0.0,0.0,38.2,1.7,5,0.0,0.0,0.0,74.3925,29.48,64,0.0,0.0,0.0,0.0,0.0,79.904,0.0,0.253846154,0.0,0.0,3,0,220,0,0.3,3.3,0.0,0,0,-1.046730405,0.0,5.432885707,0,361.7343894,0.8742,0.36,0.0,1.1771,0.1,0.0,0,0.82,2.338,41.856,0,0.69936,0.0,0.0,0.42,1.465,0.0,0.0,0,1.7,2,0,10,0,30.36,0.0,165,0.0,0.0,0,0.0,1.457,0.0,0.7464,5.2,-0.15710000000000002,0,0
Cs2LiCeCl6,3.83,OpenAlex_Crawler,2,0.020408163,4.200363421,2.493,3,171.6,0.0,0.0,1.32,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,0.1,0.1,0.0,178.6392,0,2.37,1,0,0.0,58,0.0,0.0,0.1,0.0,43.65022653,0,0.0,2.4,4,132.9,0.0,0.1,0,0.0,0.18,2.493,0.6,2.04,0.0,0.0,315.747,0.0,0.0,0.0,1,0.0,1.125443408,2.24,3.16,-1,1.62,Cs2LiCeCl6,5,5,2.37,143.2,0.697780249,10.8,0.0,0.33,0.0,0.0,1,0.0,1,0,64,3.8,171.6,-349000.0,59.0,0.48,35.453,0.0,0.0,7,102,0,55,0.42,94,3,17,0,0.0,55,0.472,126.5,0.0,0.0,0.0,0.9,6,0,0.1,0.0,16,62.55859038,0.0,0,13,27.3,16.59333333,3.0,0.0,140.116,0.0,0.17595454,0.0,0.0,2.264,10.8,0.0,142,4,0.346938776,62.55859038,0.699827081,43.23483333,0.0,0.0,0,7,0.0,1,0.0,1.6,1,12.968,1071.0,0.0,0.0,0.0,115.765,21,0.6,3.16,0,0.0,3.8,102,0,0.0,1,0.0,0.0,42.0,1,9,0,0.0,0.0,3,4.9,0,0.0,0.0,22,0.693899016,2.52,0.0,94,6.941,1,1,1,2.37,75.0,0.0,0.0,0,0.0,29.01206667,0.18,229,0.020408163,17,17,0,1,3.894,3.16,93,1,0,0.2,2,0.0,0.613772455,3.62,899.4,6,0.1,17.22,0.0,0.0,0,0.0,0,0.913072949,3.1,0.0,0,2,1.761660659,0.0,0.0,27.3,1.7,5,0.0,0.0,0.0,99.17166667,24.4975,64,0.0,1.3,0.0,0.0,0.0,35.45,0.0,0.612244898,0.0,0.0,1,0,244,0,0.3,3.0,0.0,0,1,-2.446796481,0.0,5.18720944,0,315.4158652,1.4958,3.78,0.0,0.4757,0.0,0.0,0,0.79,2.264,133.175,13,1.19664,0.0,0.0,0.42,1.45,0.0,0.0,0,1.7,2,0,1,9,52.48,0.0,165,0.0,0.0,0,0.0,2.493,2.34,1.0752,7.44,3.3543000000000003,0,0
AgGeO3,0.0,Matbench,2,0.0,1.960544336,0.383,2,54.8,0.0,0.0,1.2,0,0.0,0.0,1.93,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,560.8152,0,1.51,65,0,0.0,47,0.0,0.0,0.0,0.0,35.642256,0,0.0,1.44,6,107.86,0.0,4.0,0,0.0,0.0,0.383,2.0,1.43,0.0,0.0,522.146,0.0,0.0,0.0,4,0.0,1.070769538,1.47,3.44,-2,0.0,AgGeO3,4,4,1.51,92.6,0.054891846,14.6,0.0,0.08,0.0,0.0,1,0.0,6,0,12,3.0,54.8,-282000.0,81.0,0.8,15.9994,0.0,0.0,6,66,0,39,0.32,87,8,8,0,0.0,39,1.302,97.2,0.0,0.0,0.0,0.0,5,0,0.0,0.0,5,45.70128,0.0,0,0,20.6,9.105,2.8,0.0,107.8682,0.0,0.056568542,0.0,0.0,2.852,14.6,0.0,79,3,0.209302326,45.70128,0.065003217,13.33,0.0,0.0,0,14,0.0,1,0.0,1.0,1,13.618,1234.93,0.0,0.0,0.0,23.005,3,0.0,3.44,0,0.0,3.0,66,0,0.0,2,0.0,0.0,7.2,1,0,0,0.0,0.0,4,8.6,0,0.0,0.0,4,0.05367389,3.12,0.0,87,15.9994,2,10,11,1.51,102.24,0.2,0.0,0,0.0,5.07,4.8,225,0.465116279,16,16,0,1,7.576,3.44,22,0,0,0.0,2,0.0,0.531746032,1.46,1180.13,8,0.0,15.12,0.0,0.0,0,0.0,0,0.857321175,2.2,0.0,0,2,3.380617019,0.0,0.0,20.6,1.8,4,0.0,0.0,0.2,13.9,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.325581395,0.0,0.0,4,0,145,0,0.2,2.8,0.0,0,0,-1.345559336,0.0,6.134559619,0,152.2296211,0.0766,0.72,0.0,0.0,0.2,0.0,0,1.93,2.852,91.8688,0,0.12256,0.0,0.0,0.32,0.93,0.0,0.6,0,1.8,2,0,10,0,31.92,0.0,213,0.0,0.0,0,0.0,0.0,0.0,0.7056,1.68,0.0,1,1
